Probe_Set_ID,DHF_102,DHF_111,DF_121,DHF_125,DHF_128,DF_129,DHF_145,DF_164,DHF_165,DF_171,ND_195,ND_199,DHF_206,ND_216,DHF_235,ND_237,ND_239,DF_243,ND_251,ND_269,DHF_277,DHF_307,DF_310,ND_317,DF_330,DF_331
213275_x_at,6.91790361,7.017506143,8.211808685,6.37041455,6.792119935,6.742054823,6.725273709,8.129263436,7.312686911,6.85372139,6.921164966,7.226863341,7.004155773,7.25169953,6.739454964,7.029530336,7.197809536,6.948801248,8.481793967,7.459914766,6.211001603,6.532770878,6.95702152,6.804947059,7.30800682,6.632133521
213280_at,6.694685813,6.776164859,7.22569979,5.925057615,6.570042273,6.648466281,7.014904194,7.398112854,6.88202713,6.727551478,6.858039687,7.55228978,6.478202375,6.89121931,6.683235781,7.023669904,6.409681339,6.422272463,6.949185089,6.453624999,6.412803004,6.951006321,6.563432306,6.98258442,7.160146905,8.35073711
213293_s_at,7.750916022,7.688684373,8.47816126,7.02331362,7.731316498,7.501855306,7.596141142,8.354909528,8.31002141,8.27575837,7.452402451,7.484312462,7.81177098,8.128290172,8.047829357,7.495486387,8.006867443,7.689782922,7.529299041,8.394596087,7.813025508,8.28268531,8.672468952,7.877927952,8.570392668,8.804129986
213294_at,7.728943809,7.901081123,8.171882006,7.216782905,7.596291847,7.447634723,7.61662816,7.479976992,8.0747736,7.965753885,7.282279964,7.024737994,7.674292317,7.952615112,7.704541494,6.757978354,7.843064017,7.536950433,7.152738597,7.989763818,7.496041819,7.519692404,8.166500319,6.993290567,7.785180435,8.639021368
213326_at,6.851079102,6.567656474,6.119857762,7.777792626,8.018888848,7.531981014,6.948225212,6.64561099,7.069959159,6.776050788,6.621538799,6.804836225,6.751919847,6.232448017,7.03764254,6.365438988,6.513230111,7.189394128,6.956545443,6.524589678,7.896403881,7.161699579,7.441554966,7.467199624,7.117124397,6.857934584
213347_x_at,9.47120351,9.563002274,9.271435471,9.963707387,9.504039307,9.480688068,8.834846602,9.601591607,8.897723324,9.426878153,9.73805851,9.557081135,9.426435139,9.27100264,8.928507824,9.790973735,8.941519307,9.414113523,9.886549917,9.686015388,9.293449144,9.307476157,9.35045008,9.185196908,9.506265874,9.066689377
213348_at,4.695924549,4.339901708,8.157169791,5.398162702,4.681204872,5.216564865,4.496470769,6.742054823,6.1459009,4.865224091,5.044714608,5.60653709,4.406719247,7.807997926,4.461299816,5.080161357,4.999911331,4.147885329,6.798721358,7.622027741,4.632785353,3.939638172,5.07704706,5.844703166,8.098308441,6.50234017
213350_at,6.785361631,6.867974409,7.185387016,8.240358737,8.314072831,7.156800468,6.652475858,7.594179914,6.933520487,6.613786822,6.996589993,8.631628407,6.159729437,6.673297968,6.164787403,7.857055164,7.181211644,7.171349556,7.950326177,7.805922773,6.595780514,6.443972262,6.940416061,6.312279126,7.270799893,7.052894045
213356_x_at,9.557653632,9.599560915,9.293623976,9.482837738,9.301140396,9.542639628,8.910558727,9.411761695,8.915942465,9.655295388,9.625907615,9.312228867,9.551821472,9.299577603,8.900058163,9.537750241,9.007795699,9.522088031,9.96134128,9.357224716,9.435354173,9.508383582,9.333716625,9.288513641,9.252815399,9.306822592
213359_at,7.556846073,7.475169154,7.166574807,8.004499157,8.0600663,7.587411869,7.336155358,7.645923625,7.118421309,6.976534794,7.688363735,7.367203394,7.60409735,7.0435092,7.187279164,7.367708572,6.981470317,7.058500166,6.511299465,6.680980141,7.266058896,7.137596352,6.915723449,7.117286603,6.854881789,6.971387139
213366_x_at,8.632537701,8.660098016,8.309479978,8.60962651,8.268116258,8.712644837,8.443761913,8.185684615,8.205081805,8.527618657,8.420638237,8.738398866,8.803904793,8.58688715,8.556702325,8.277259471,8.405121316,8.758773732,7.912642797,8.602214256,8.538798115,8.476641994,8.479636693,8.140694477,8.297867343,8.095324273
213377_x_at,9.493637846,9.575302879,9.352247837,9.832786079,9.46760705,9.536242657,8.741072472,9.725604133,8.859363449,9.628465009,9.794565145,9.473296769,9.51702328,9.25332323,8.769786801,9.784692755,8.946648226,9.454885272,10.13882446,9.698466296,9.426612368,9.459253029,9.431153209,9.112870862,9.560666203,9.257328914
213399_x_at,8.452846652,8.51081288,8.147230353,9.034044623,8.805030252,8.30888899,8.567030426,8.170355418,8.294999189,8.638366031,8.110216942,8.067964266,8.83373965,8.21259552,8.39604199,7.740751355,8.251924714,8.527895715,7.947996654,7.843770204,8.933242093,8.338760065,8.51857224,7.696303544,8.255126883,7.915421186
213414_s_at,9.590979859,9.65830287,9.61296144,9.871609814,9.539946232,9.676298329,9.081142434,9.68269748,9.089787253,9.58169701,9.851367601,9.586781668,9.623899303,9.530414608,9.14036845,9.970173766,9.177217827,9.535506073,9.914363198,9.871847235,9.560447797,9.478732586,9.464036406,9.41856519,9.663477559,9.34068419
213453_x_at,9.123943352,9.20142071,8.744790809,9.643796711,9.100134805,9.294948029,8.74191949,9.034676603,8.538152013,9.20600097,9.289511931,9.224647535,9.299092733,8.92144423,8.799525982,8.842488917,8.644002038,9.252451136,8.057060682,9.239471898,9.088850474,9.065938683,9.019264609,8.77188192,9.134096274,8.368484345
213477_x_at,9.589742095,9.58498882,9.639984139,9.94546408,9.626732232,9.621058326,8.990067696,9.7954958,9.021187535,9.707472669,9.877584958,9.450427566,9.624507507,9.421718987,8.948715834,9.850656234,8.984417963,9.544051658,10.24053462,9.791521938,9.502972672,9.480756746,9.472496923,9.305150427,9.706931159,9.377032083
213491_x_at,8.525677101,8.526113289,8.183592827,9.046750281,8.789340217,8.33720491,8.564591912,8.242282549,8.304519638,8.667628406,8.148908254,8.115759944,8.89058955,8.229884383,8.398882517,7.751045118,8.232333798,8.56442023,8.151996325,7.974498432,8.96515569,8.358877182,8.559907794,7.771994534,8.25927702,7.955740718
213502_x_at,7.61574181,7.536363938,7.08556668,8.014401873,7.996754846,7.35314598,7.581770607,7.295056416,7.398051611,8.091994654,7.674106452,6.739454964,7.660067193,7.302833294,7.658038651,7.262558472,7.454604202,7.482906901,5.94437294,7.182124122,8.016911782,7.613275596,7.732237692,6.725513719,6.919782659,6.971105594
213503_x_at,8.605002583,8.761283813,9.122142837,9.103222758,8.599896971,8.819990452,8.423387879,9.096858075,8.444708516,8.7964297,8.389155254,8.867399257,8.920656297,8.934547344,8.646711543,8.539032958,8.464783485,8.902836472,8.823250402,9.268401711,8.712496782,8.583636148,8.591409729,8.259458195,9.039113046,8.490397369
213507_s_at,8.449235498,8.518911714,8.386993386,9.050676187,8.389518898,8.482746664,8.357939513,8.328475221,8.126931917,8.324918264,8.027933346,8.543796173,8.378183966,8.199491677,8.30105008,8.215006433,8.214438089,8.359228581,7.904002561,8.240859812,8.052328336,8.24407127,8.141626634,7.859644788,8.296995297,8.436546968
213513_x_at,8.612557915,8.660080679,8.709448577,8.757877992,8.620218984,8.962647948,8.372051806,8.839276691,8.238378355,8.542100415,8.74851124,8.766955304,8.629932417,8.633357139,8.414650923,8.674829219,8.33710913,8.666319843,9.272535525,8.76211389,8.613466544,8.446212631,8.318961741,8.377954112,8.748368402,8.614392495
213524_s_at,6.354717806,5.336094731,5.675725877,4.141546164,5.51504035,5.658087515,6.541462806,7.645541161,4.904533763,5.199049365,8.074399978,6.504886797,6.575633565,7.811284934,5.656690867,5.908626269,6.068425588,5.427150238,6.908754779,7.554439585,7.134093721,5.193512252,4.6121458,5.961778237,5.965890296,6.657497435
213537_at,6.885816371,6.52312168,6.647688374,5.534969268,6.383337702,6.052559646,6.431653091,7.8420038,6.759603238,5.377128547,7.830862724,7.800204036,6.388897484,7.840588427,6.480351263,8.108292187,7.072761114,6.834108739,8.198996927,7.195712314,6.716352613,6.744176965,6.472809866,7.178850548,7.660538357,7.3776339
213539_at,8.657250742,8.681758027,7.233094343,8.123379936,7.957947335,8.876251293,7.981152319,7.979544354,7.586651394,8.358877182,8.502789961,9.08533255,8.230470658,8.046517336,8.22857735,8.660202031,8.493392181,8.61866616,8.477849271,8.76563015,8.444600993,8.506435535,8.194698808,8.366323789,8.382083411,8.336893589
213545_x_at,7.811568489,7.739663902,7.725330038,7.547923535,7.387214067,7.777205944,7.765653895,8.015360344,7.344008207,7.659595806,8.094958252,8.032652408,7.802863232,7.63080101,7.792968055,8.632252521,7.756152535,7.80832305,7.92580806,8.371542947,7.75863244,7.815166706,7.99128777,8.069248466,7.610407147,7.79284426
213546_at,7.020548106,7.019654371,7.625741403,7.439089163,7.705262475,6.868286535,7.14322258,8.045812615,7.569566579,7.006695227,7.541630048,7.621391126,6.790884327,7.624179436,6.741110202,7.779090485,7.263679942,6.735542456,6.505485062,7.420099749,6.636733647,6.759255271,7.063647299,6.711253659,6.923825459,7.280766064
213564_x_at,9.248059959,9.328549983,8.513406029,9.597003152,9.201319809,9.290324616,8.768947523,8.892364027,8.596854288,9.2994404,9.342368135,9.243649415,9.343953011,8.924017376,8.860697786,9.128880828,8.823427109,9.225967628,9.556975081,8.884873355,9.248108107,9.183934793,8.978483974,8.990304487,8.78813594,8.810429809
213571_s_at,7.862612664,7.911983625,8.107780301,8.156022442,7.83237126,8.287176071,7.851349845,8.200809816,7.586042597,7.841374993,7.483131924,8.054427306,8.159603544,8.158716626,7.949514989,7.657991427,7.77346825,8.092208816,7.978105258,8.189438843,7.645062875,7.696712514,7.6677664,7.387399785,8.191823097,7.651215273
213572_s_at,7.152582041,6.880486852,7.738444549,6.286742696,6.900327763,7.105950185,7.080615552,7.570288601,6.910152404,7.100357145,6.888980124,7.307939803,7.037466886,7.572348652,7.404400839,7.143380608,7.302429036,7.242583307,7.962972822,7.95124238,6.813554484,6.683736345,6.772164625,7.126248032,7.530909088,7.463477784
213574_s_at,7.08749016,7.487621773,7.534655814,7.964016627,7.736918263,7.676705423,7.219129464,7.611397197,7.541046292,7.476642242,7.538388554,7.956266545,7.280421675,7.274825999,7.177018766,7.644440762,7.364293657,7.535189916,8.539971778,7.146063267,7.237993841,7.228678685,7.606039244,7.655674695,7.57157663,7.465712549
213583_x_at,9.372425207,9.511570257,9.509362898,9.792259859,9.526136028,9.460632055,8.877130807,9.718650835,8.919453169,9.560954989,9.736322553,9.409199427,9.4301584,9.282400535,8.881614058,9.757814172,8.918436065,9.40341227,10.11406447,9.652439517,9.374464013,9.334564839,9.339726937,9.191065805,9.543901232,9.282195809
213588_x_at,9.14698515,9.497667381,9.331318299,9.534147023,9.242517104,9.222792521,8.640790403,9.421419439,8.670034443,9.264800148,9.43708543,9.211419789,9.178643285,9.046420462,8.636503948,9.570787193,8.740512727,9.160750888,9.903292534,9.520307283,9.091793295,9.073947747,9.048585856,8.972184701,9.237400911,8.997233781
213603_s_at,8.900249078,8.992147048,8.716076837,9.075516716,8.892460226,9.149708875,8.626226952,9.015286097,8.684113421,9.192980559,8.866976442,9.091984672,9.042075555,8.835195912,8.789157383,8.96184055,8.85190674,9.09451417,9.109171061,9.329766501,8.917015744,8.942225605,9.119353832,8.996837698,9.351527385,8.909383917
213612_x_at,8.97564283,8.821555374,9.285698277,8.257437522,8.935627172,8.793718255,8.498418036,9.288652352,8.73481754,8.975174845,8.951517828,8.613811606,8.746143849,8.909275819,8.611593867,9.173479273,8.887445544,8.821378336,9.198480319,9.077288864,8.882377825,9.026273293,8.962814472,9.064505024,9.206462864,8.851491638
213614_x_at,9.508532025,9.592700606,9.531633704,10.02960024,9.505171827,9.482129315,8.908599942,9.729473394,8.948222077,9.530051494,9.829884068,9.434531375,9.559933298,9.447142223,8.996453842,9.806519499,9.100971835,9.435074657,10.38380655,9.654724866,9.43694991,9.411361006,9.38243481,9.274328742,9.567867952,9.251309556
213618_at,7.911104053,7.738531695,7.8311805,6.66440902,6.877089865,7.842632212,7.237418674,7.238855972,7.313153718,7.674152921,7.632594906,7.575635932,7.284340688,7.429164696,7.25552065,7.333415094,7.306799819,7.490585235,7.553234166,7.22882377,7.457897765,7.650692124,7.424642494,7.514145596,7.270591205,8.301695337
213619_at,7.312620207,7.779634247,8.298340422,9.388210369,9.275078873,7.937910267,7.973052051,8.575292274,8.224458375,7.721259956,8.097791418,9.031034264,7.846394415,8.393102806,7.722057581,9.092682329,8.358830319,8.134702147,7.274618149,8.945449919,7.940477022,7.644345017,8.07589363,8.063692634,8.773709621,8.28606787
213620_s_at,6.845986253,7.081876639,7.847489063,7.694893588,7.401231264,7.20429798,7.339992138,7.600252248,7.714989786,7.580750771,6.659550297,6.827520886,7.3714264,7.750356413,7.313620307,7.349102199,7.544755299,7.088659165,7.408227491,8.199601589,7.548661348,7.472898619,7.919828806,7.434493621,8.247351037,7.717885175
213646_x_at,8.979668554,9.053195213,8.546460689,9.451127358,8.862695958,9.19998696,8.619153934,8.993973805,8.409452067,9.017726026,8.785875914,9.002750237,9.117874144,8.883335181,8.635829197,8.497276158,8.513707122,9.111911334,7.807306687,8.780556956,8.768792024,8.813423622,8.680196004,8.372837715,8.837477972,8.266729829
213655_at,6.776050788,6.815201297,6.847899112,8.425494482,7.835816466,6.70893842,7.262207755,7.183339466,7.176942369,6.803283257,6.776506992,8.0272154,7.581260819,7.00904753,6.894872653,7.118583305,7.386594757,7.195112299,5.070161273,7.45367774,6.905953657,6.757397397,7.24636808,5.951423498,6.712713158,6.532043129
213687_s_at,8.518412448,8.666302614,7.668420911,8.534089639,8.251898638,8.506556825,8.441154125,8.517373175,8.035311294,8.249104574,8.925866481,8.856262054,8.454998588,8.707515986,8.480363218,9.296637327,8.574291603,8.319156801,8.602655035,8.84600761,8.481566014,8.477100098,8.213327535,8.655005408,8.477745252,8.194395037
213699_s_at,8.708623141,8.796399445,8.53032657,9.012791465,8.834147617,8.93542973,8.333919181,8.430043623,8.203194522,8.765380513,8.785172432,8.715355288,8.811875704,8.580318214,8.341004788,8.400119904,8.30750866,8.808473781,8.828406226,8.732772204,8.637036326,8.62151717,8.439880088,8.273515245,8.430850682,8.520128878
213702_x_at,8.059845141,8.191047453,8.793945754,7.63336965,7.839131648,7.688363735,7.881635443,8.497582146,8.04292448,7.817987696,8.560654899,8.032814738,8.169761115,8.535563421,8.141830427,8.224136703,8.005367067,8.10952566,9.043199011,8.727389285,7.95889154,7.869631044,7.857171261,8.20726551,8.751585241,8.356155517
213735_s_at,8.119845051,8.293574527,8.198831956,8.454807019,7.977762311,8.277666161,8.086379506,8.271727341,7.97988669,8.306225216,7.850064573,8.300603119,8.403867706,8.418079789,8.237188241,8.191047453,8.001154001,8.200150964,7.950149888,8.690255345,8.148734809,7.994800931,8.065359485,7.803639201,8.375007314,8.127995056
213737_x_at,7.316282361,7.545548299,7.91015031,6.705149379,7.767729595,7.437324146,7.382808637,7.631916513,7.844279918,7.858524729,7.747337738,7.998906469,7.009679899,7.457205284,7.636076535,7.928189787,7.88514111,7.530962711,8.016845812,7.802127547,6.965741128,7.548872051,7.681006704,8.038834758,7.615347624,7.761361769
213738_s_at,9.110464787,9.27441316,8.807815936,9.463330063,9.153441924,9.083620017,8.749098248,8.907057233,8.638011616,9.301222581,9.082484273,9.069571423,9.377996583,8.933030983,8.806019609,8.910990495,8.711015032,9.215019408,8.305928803,9.04198089,9.221230855,9.136026225,9.036439263,8.841795255,8.873103843,8.588732152
213742_at,7.005698353,7.30067536,7.283448229,8.096726114,8.109946497,7.127693699,7.166574807,7.300810367,7.152816866,6.683736345,7.563356343,7.959241019,7.102252412,7.379257784,6.743941394,8.098916363,7.292677486,7.087239481,7.809338382,6.256901011,7.116312972,7.102005407,7.255803116,7.357301066,6.466455718,7.168040461
213757_at,6.243778476,6.117656572,6.794698557,7.402268577,7.528278002,7.358767202,7.044381877,7.312553498,6.200103412,6.285625586,6.930005888,7.663454634,6.119197914,6.936828526,6.306640184,7.390675133,6.805944013,6.822524135,7.929054465,7.293697721,6.375195163,6.232644461,6.623799588,6.6061095,6.882642578,6.039063526
213762_x_at,7.560392916,7.669635297,7.062791281,8.344433771,7.614213474,7.768321862,7.583451066,7.404522545,7.306665618,7.249996557,7.187127924,8.198831956,7.580189418,7.696712514,7.672897487,7.904297927,7.530479995,7.778797567,7.144012469,7.994193767,7.1278542,7.437147472,7.239573847,7.087657244,7.208970366,7.1809073
213798_s_at,8.553949332,8.728377515,9.029944959,8.82366267,8.733755131,9.005638228,8.489986421,9.043139913,8.74335618,8.6728456,8.305657013,8.997617338,8.521045761,8.985332584,8.644266274,8.797790224,8.556125401,8.700797259,9.248031069,9.342429475,8.645727117,8.712842208,8.404987076,8.587707571,8.994941751,8.738863658
213801_x_at,9.424540046,9.509622404,9.194068704,9.868160848,9.420487839,9.576191089,8.944798063,9.67718276,8.915163618,9.411041976,9.661415991,9.574441672,9.406351136,9.301715547,8.981807323,9.807207903,9.037925581,9.439569369,9.994821656,9.69359334,9.28784756,9.381904272,9.255963622,9.203738628,9.445862986,9.179901783
213812_s_at,6.763653935,6.828603841,8.053823509,6.294527722,6.422759832,6.432779308,7.103733162,7.205857869,7.485940441,6.834861953,6.845347819,6.855092626,6.169192235,7.045428084,6.868702552,6.447939576,6.539585956,6.54864881,7.27683299,6.998052917,5.934364955,6.365782926,6.620339838,7.030238363,7.329684113,6.631606442
213828_x_at,8.97127067,8.83795698,9.133383731,9.812095686,9.247713225,9.13236802,8.604746088,9.422406798,8.698864537,8.843037725,9.065511112,9.410436357,8.841563928,9.20918971,8.74316474,9.527010696,8.7801419,8.994743274,9.764897673,9.56466656,8.820817508,8.757532052,8.712052488,8.725604758,8.958733044,8.602838636
213830_at,5.824228628,7.151407091,7.447634723,4.853591544,6.741818751,6.423571586,6.815091594,6.691835573,7.626765119,7.259889931,7.275449289,7.78800424,6.327758196,7.587259821,7.160457633,7.193986299,7.13337576,6.827304155,7.381377354,8.306546231,6.899218948,6.778784898,6.819798,6.895379008,7.14219479,7.350130741
213857_s_at,8.709795058,8.733561845,8.746064309,8.760735271,8.676058454,8.894711397,8.532948423,8.589346397,8.44126202,8.626155214,8.644794536,8.754255427,8.6187023,8.510289415,8.617147118,8.661778266,8.532633376,8.655737001,8.95605439,8.760845003,8.599510234,8.545216835,8.524764457,8.528330936,8.737645124,8.781816441
213860_x_at,8.154758837,8.108894071,7.951524119,7.518661504,7.414452392,7.881635443,7.763276379,7.547237935,7.510540019,8.176475958,8.307237299,7.637427234,8.195802652,7.853177537,7.85902698,7.182504076,7.655627359,8.003663916,6.936925656,7.5750717,7.965962153,8.136576781,7.761915255,7.776702799,7.547132416,7.989628244
213864_s_at,8.28301397,8.253826425,7.59468316,7.904261011,7.884915309,8.353497099,7.930278147,7.880539759,7.518335736,7.820559942,8.292473398,7.911690521,8.087978276,8.001388526,7.823045511,8.125246299,7.856474478,8.200947022,7.768491017,7.414090837,8.079153237,8.063440793,7.860879261,8.269449523,7.62544872,7.750098026
213867_x_at,9.705615714,9.824411877,9.745739577,9.336347277,8.991350681,9.72462401,9.216382084,9.827324393,9.031680104,9.835936498,9.901746037,9.086895086,9.739102176,9.348396512,9.048280161,9.235774173,9.083529205,9.716941083,10.24222864,9.510607914,9.542374202,9.54358598,9.330928359,9.368078894,9.648872684,9.451088057
213872_at,6.58396232,6.967249851,6.37024339,7.288995998,7.284203438,6.546354902,7.151642191,7.382062136,7.390613434,7.03500448,6.82448236,7.245441065,7.153286349,6.775137754,7.216342312,7.599751798,7.489244378,6.730301854,4.476199805,6.838726693,7.345816643,7.429045953,7.480541103,7.364673669,7.841689446,7.809297789
213881_x_at,8.637036326,8.825265954,8.859988254,8.862002011,8.676246121,9.079787397,8.407445287,8.617545185,8.343577627,8.691079269,8.565850013,8.856817598,8.771246089,8.686497051,8.451032021,8.699798041,8.366091193,8.835428717,9.578518895,8.731094161,8.61539011,8.556759999,8.513004431,8.368229038,8.581631708,8.558795681
213888_s_at,7.963042443,7.794576005,7.881295532,8.553525121,8.314195346,8.541456444,7.827719256,7.752378136,8.091351892,7.959939611,7.341613462,8.73372292,7.925988692,7.753666464,7.914873431,8.532731839,8.271471665,8.273872443,8.226412991,8.757201726,8.153349758,8.161746065,8.211238521,8.373161145,8.488402694,7.837554361
213890_x_at,9.385544997,9.575525006,9.401547336,9.733641848,9.294948029,9.434922887,8.892597638,9.628820417,8.880209983,9.551281181,9.630575859,9.499151806,9.494488708,9.291938792,8.980096674,9.813026596,9.037034056,9.40397272,10.00070047,9.622165214,9.362262857,9.302180903,9.247828816,9.24983028,9.396064467,9.043801609
213891_s_at,6.87585173,7.04281051,7.542849528,8.363412443,7.368024179,5.887769311,7.390243155,7.012385528,7.225772551,7.263749992,6.53116913,6.893352049,7.17930797,6.746294613,6.670259221,7.385727078,6.457397402,6.952633038,7.258693801,7.47692528,6.996040844,7.390366596,7.117692003,6.824699704,6.677083461,6.622470331
213902_at,7.681560363,7.647738334,8.673461627,7.151720546,7.30552418,7.288312751,7.573120079,7.944917605,7.277247727,7.48711767,8.266652749,7.51327271,7.585585755,7.935551607,7.157112237,7.53369371,7.511360611,7.444014704,8.433768103,8.149486189,7.569772924,7.649978297,7.552604674,7.939871576,7.646114802,7.340446373
213911_s_at,8.724304917,8.901107745,7.946759096,9.344932452,8.941440799,9.092389822,8.598459765,8.12601553,8.340933226,8.798907492,8.301422394,8.887486977,9.055719582,8.662747024,8.58582333,8.169194783,8.479636693,8.93863663,7.939835951,8.537858192,8.77866475,8.660496681,8.557663124,8.037058415,8.48729053,8.158229917
213915_at,8.41489465,8.448336025,7.759784785,6.357495586,6.873474345,8.579961396,8.035214142,6.739691594,8.163599211,8.542607495,8.433550679,8.29444956,8.169336396,8.237452833,7.956651975,7.558255885,7.529513863,8.249130723,7.379320189,8.278580609,8.210532152,8.274127506,7.791440171,8.362899168,8.186185994,8.952812394
213923_at,8.192293731,8.150265871,7.995778366,6.876161407,7.271147611,7.987218727,7.716594422,7.866722285,7.709398056,8.223975827,8.647098016,7.781597695,8.167720818,8.026398927,7.860532219,7.796181373,7.69507563,7.970118435,8.264646576,8.076763898,8.100191795,8.007133941,7.647547467,8.248372127,7.722456155,8.192515129
213931_at,7.315883505,7.394001284,8.27445899,5.930120917,8.422772616,7.152268856,7.167037877,8.566725937,8.361311013,7.842239501,7.573736791,8.361871827,7.931356624,7.972914191,7.441496327,8.227856417,7.654490619,6.953110981,7.85519578,7.878647826,6.961580366,7.356407582,7.319401246,7.681375844,7.717529271,8.344219804
213932_x_at,9.262230488,9.455276726,9.601747123,9.57887175,9.265576384,9.366625914,8.614973046,9.642103308,8.582699994,9.574351341,9.569216891,9.42834273,9.374888242,9.248204396,8.723182446,9.700495832,8.564820775,9.318539854,10.15256003,9.69562047,9.308419442,9.278811774,9.286254569,9.102164787,9.509629817,9.019276714
213941_x_at,9.375787012,9.453004158,9.198591625,9.607894269,9.254079707,9.503778347,8.877758558,9.481839707,8.834103915,9.310855166,9.585779169,9.351145249,9.286653055,9.224746109,8.913590646,9.666618993,8.960660322,9.329242781,9.967128796,9.45747385,9.249243727,9.175541866,9.148645803,9.182753325,9.277054649,9.058272522
213969_x_at,8.788120687,9.061353006,8.62608347,9.506838469,9.016755623,9.02760673,8.615317589,9.31249977,8.552116221,8.696025334,9.164872184,9.322105335,8.848207705,8.994346203,8.633642004,9.611717134,8.720101382,8.979995957,9.549551711,9.489947429,8.814374998,8.689144496,8.678154909,8.79052783,9.044427454,8.429716252
213975_s_at,8.879903884,8.958925939,9.27020235,7.490696892,8.975845133,8.684671801,8.548052119,9.53555664,8.743180695,9.013193461,9.147517711,8.881780748,9.093323293,9.200411241,8.706837869,9.358173998,8.829255633,9.088534255,9.946968409,9.488335679,8.649676535,8.815815204,9.064308313,8.668144473,9.088873058,8.832354235
213982_s_at,7.671360923,7.897036216,8.625024652,8.131060012,7.937981655,7.612139091,7.959136188,7.904556302,8.191850788,7.985858691,7.6624208,8.241887547,7.809541325,8.161717528,7.889833751,7.906989124,7.867833205,7.625887712,8.053187538,8.501714005,7.626472736,7.589538129,8.066929442,7.505932222,8.548614336,8.239435047
213988_s_at,7.154068332,6.716957904,8.531786194,5.780126041,6.865056524,6.308462674,7.18067898,8.717567479,7.915676702,7.733201844,7.52326519,7.071997722,7.009589585,8.237347005,6.936925656,6.357495586,7.046560242,6.599870499,6.955401932,6.930201468,6.832277138,6.441584296,6.732210706,7.086319787,7.982894211,7.478678327
214003_x_at,9.739820906,9.851667804,9.858913737,10.19039057,9.767587643,9.761053794,9.07800826,10.01937101,9.118608781,9.836701174,10.02725266,9.780517337,9.762597724,9.618993726,9.147176905,10.11746119,9.192614187,9.748755871,10.46478193,10.04162208,9.665331881,9.660517499,9.623423059,9.435849124,9.82837061,9.645234824
214016_s_at,8.666784924,8.702327456,8.637887541,8.862058677,9.046667836,8.653191539,8.445761634,8.846338653,8.308001854,8.257022519,9.055847967,8.61895524,8.594339401,8.074026216,8.32700074,8.83918973,8.235943719,8.35370909,8.726562309,8.106273233,8.526707784,8.420792417,8.179087622,8.542724477,8.62189549,8.816734662
214022_s_at,9.229789996,9.408658302,9.714002398,9.092581086,9.292473202,9.267920364,8.847101073,9.096118488,9.034640841,9.475715484,9.249791828,9.405356017,9.135056324,9.339322683,8.980801414,9.144617149,9.01414299,9.106512015,9.70733884,9.788962952,8.97853441,9.033030237,9.434475432,8.721325162,9.627424385,9.38346981
214042_s_at,8.140286385,8.153378535,7.300337761,7.892041051,7.900599562,7.859258703,7.705442639,8.327121681,7.580546679,7.701787977,8.219945514,8.046357216,7.648739789,7.979989369,7.850415266,8.530741004,7.916187539,7.907320414,8.146969737,7.859528978,7.915421186,7.90082185,7.796633703,8.290568588,7.699026858,7.748934458
214084_x_at,6.471263792,6.912245184,8.479304391,7.255238105,7.217296686,6.065876045,6.836044431,8.317351042,7.095313103,7.644009841,6.292494637,6.774795152,7.317146005,7.946723715,7.494485831,6.684236657,7.155942601,6.850020228,7.782014952,8.372652851,6.842469812,7.174877437,7.634288879,7.178469203,8.208600678,7.29634547
214085_x_at,6.537560785,7.211556733,7.313620307,5.143416405,6.835399617,6.864534577,6.455827296,7.091825306,7.417880658,7.055830397,5.44932024,7.408894137,6.549078332,7.277455031,6.482189499,7.839761867,7.144959514,6.90895456,7.353081921,7.251061255,7.119716541,7.018580834,6.974759508,6.014692673,7.723120092,6.418528055
214096_s_at,7.567190545,7.60070244,6.711618733,8.513526477,7.466970987,8.099645381,7.796428124,7.156254638,7.183339466,7.319798702,6.871091295,7.889983553,7.9053679,7.163249847,7.537749645,7.157112237,7.332630781,7.77615744,7.746516808,7.496263905,7.330667301,7.39073683,7.356982057,6.92706759,6.654796643,6.302069374
214097_at,7.560913451,7.73896731,7.172271073,7.248717421,7.488629217,7.948455929,7.538814267,7.515344571,7.085315519,7.452692432,7.01247559,7.878609951,7.103897555,7.394738928,7.628420346,8.052678471,7.138867,7.953494078,8.247482004,7.642476171,7.579219065,7.590043716,7.507360715,7.513381862,7.230201031,7.274687437
214141_x_at,7.946263644,8.127729377,7.060132959,7.311685877,7.364990235,8.05458614,8.085887062,7.377446359,7.751518328,8.247953344,8.035699807,7.966135677,8.286773231,7.886720295,8.171429927,7.561953709,7.934907369,8.170496866,6.359746864,7.482569273,8.31225786,8.312773254,8.164880149,8.007999569,7.376820968,7.994294986
214143_x_at,9.409830371,9.497914939,9.379517586,9.895092412,9.524106771,9.544230707,8.959234493,9.684466741,8.9752887,9.328096741,9.639801915,9.560243438,9.417801596,9.362219903,9.008248667,9.931691068,9.065730698,9.415214041,10.2309731,9.775495077,9.329589,9.235559675,9.231867003,9.223542835,9.429676685,9.18895329
214146_s_at,8.252784839,7.957212337,8.335239567,8.570240946,7.580393583,6.54534966,7.193610684,8.725085024,7.700159386,7.751518328,7.020726758,6.311371767,6.49783024,7.028201432,5.242804657,7.365559801,6.850655687,5.803024309,7.213694668,7.587969184,7.103650956,7.350130741,6.709670127,7.632837078,7.473920998,6.873474345
